Titulo,Link,Precio,Estado,Puntuación,Ubicación,Comentarios
Xiaomi - Mi Aspiradora Robot - Mop P,https://articulo.mercadolibre.com.pe/MPE-444784471-xiaomi-mi-aspiradora-robot-mop-p-_JM,1269.0,Nuevo,,¡Es uno de los mejores del sitio!,"{'0': 'Buenos días, el aspirador no actualiza su firmware en la región ""Perú"". Siendo el firmware actual en china el 3.5.8 , en la cuál se habilita la gestión de múltiples mapas, y en la región Perú sigue en el 3.5.3_0017 ¿Habrá alguna actualización para el país?', '1': 'No puedo comprar porque no reconoce a mi distrito y sin ello no puede continuar', '2': 'Con envío gratis a Madre de Dios mi estimado', '3': 'buenas prodre encontrar este producto en su tienda en Arequipa, gracias por la informacion', '4': 'https://articulo.mercadolibre.com.pe/MPE-441347866-xiaomi-mijia-mi-robot-vacuum-mop-p-aspiradora-inteligente-_JM?searchVariation=65150546988#searchVariation=65150546988&position=24&search_layout=grid&type=item&tracking_id=812d69e4-3d8f-4ddd-9216-2cce21fed560', '5': 'Hola, cuál es la diferente de este modelo HM070XIA02 vs STYJ02YM?', '6': 'Entonces por que la diferencia de precio?', '7': 'Buen día, producto en stock? Y quisiera saber cual o cuales son las diferencias específicas con la Mijia Mi Robot Vacuum Mop P?', '8': 'Una consulta, es el modelo STYJ02YM?', '9': 'Entregan factura?'}"
Xiaomi - Mi Aspiradora Robot - Mop P,https://articulo.mercadolibre.com.pe/MPE-444784471-xiaomi-mi-aspiradora-robot-mop-p-_JM,1269.0,Nuevo,,¡Es uno de los mejores del sitio!,"{'0': 'Buenos días, el aspirador no actualiza su firmware en la región ""Perú"". Siendo el firmware actual en china el 3.5.8 , en la cuál se habilita la gestión de múltiples mapas, y en la región Perú sigue en el 3.5.3_0017 ¿Habrá alguna actualización para el país?', '1': 'No puedo comprar porque no reconoce a mi distrito y sin ello no puede continuar', '2': 'Con envío gratis a Madre de Dios mi estimado', '3': 'buenas prodre encontrar este producto en su tienda en Arequipa, gracias por la informacion', '4': 'https://articulo.mercadolibre.com.pe/MPE-441347866-xiaomi-mijia-mi-robot-vacuum-mop-p-aspiradora-inteligente-_JM?searchVariation=65150546988#searchVariation=65150546988&position=24&search_layout=grid&type=item&tracking_id=812d69e4-3d8f-4ddd-9216-2cce21fed560', '5': 'Hola, cuál es la diferente de este modelo HM070XIA02 vs STYJ02YM?', '6': 'Entonces por que la diferencia de precio?', '7': 'Buen día, producto en stock? Y quisiera saber cual o cuales son las diferencias específicas con la Mijia Mi Robot Vacuum Mop P?', '8': 'Una consulta, es el modelo STYJ02YM?', '9': 'Entregan factura?'}"
Aspiradora Inalámbrica Conga Cecotec Rockstar 500 Ultimate,https://articulo.mercadolibre.com.pe/MPE-441296173-aspiradora-inalambrica-conga-cecotec-rockstar-500-ultimate-_JM,3109.0,Nuevo,,¡Es uno de los mejores del sitio!,"{'0': 'Hola, tienes en stock? Cuanta garantía tiene? Tiempo de entrega?', '1': 'buenas tardes ya cuentan con el tanque para trapear?', '2': 'Buenas, venden repuesto de la batería que usa la aspiradora inalambrica.', '3': 'Buenos dias compre por este medio una aspiradora rockstar 500 y necesito un cargador Favor cuanto es el precio Gracias', '4': 'Tritura los pelos de las mascotas?', '5': 'Hola venden la batería de la conga thunderbrush 820 ??', '6': 'Hola, si quisiera adquirir accesorios como el palo que se dobla y el recipiente para fregar pisos, como lo puedo solicitar?', '7': 'Hola, si quisiera adquirir los accesorios, como el recipiente que se coloca para fregar los pisos, como los puedo comprar?', '8': 'Buenos dias, tienen alguna proyeccion para traer el modelo 900 Ultimate?', '9': 'Hola buenas tardes incluye el tubo flexible en los accesorios?'}"
Filtro Hepa Electrolux Original Pfc01 Cyc01 Ultraone Ula20,https://articulo.mercadolibre.com.pe/MPE-440303673-filtro-hepa-electrolux-original-pfc01-cyc01-ultraone-ula20-_JM,60.0,Nuevo,,"Callao, Lima Metropolitana","{'0': 'Buenas tardes. Durante la gestión de compra ,ofertan que las compras mayores a 75 el envio es gratis. Aplica si compro 2 filtros?', '1': 'Hola, tienes repuesto de filtro de apsiradora modelo CYc01 de electrolux ? Cuanto con delivery a Salamanca ?', '2': 'Buenas, tienes el filtro para 77S10', '3': 'Estoy a la alt de la cdra 13 av Los Fresnos', '4': 'Buenos días : tienes el filgro hepa Electrolux para la Cyco1 en stock? Cuánto para La Molina? Lo recibo hoy si hago la compra?', '5': 'Quiero hacer la compra pero quiero recogerlo en su tienda y no me sale esa opción. Como.hago', '6': 'Cuales son las dimensiones?', '7': 'como hacen la entrega? tienen tienda física o lo envían a domicilio? Si es así cual sería el costo del envío.', '8': 'Buenos días, deseo adquirir un filtro. Tienen en stock?', '9': 'Hola donde te ubicas, para ir a comprarlo'}"
Cuchilla Licuadora Oster Serie Xpert Nueva 100%original,https://articulo.mercadolibre.com.pe/MPE-440473409-cuchilla-licuadora-oster-serie-xpert-nueva-100original-_JM,117.0,Nuevo,5.0,"Surquillo, Lima Metropolitana","{'0': 'Buenas tardes. Es compatible con el modelo BLSTEG7890R-053? Cuánto es el delivery a la molina? Gracias.', '1': 'Hola es compatible con la oster activesense?', '2': 'O para ir recojer', '3': 'Tienen para entrega inmediata?', '4': 'Buenas, es compatible con el modelo BLSTVB-PMC-053?? ENVIO A SURQUILLO?', '5': 'Buenos días, sigue disponible para licuadora xpert?', '6': 'El envio es gratis?', '7': 'Hola esta cuchilla es para una oster xpert series BLST3A CPG tienen envios a la molina o lince?? Gracias', '8': 'Hola buenas tardes, Quiero comprar 1 cuchilla Oster Pro picahielo + 1 cuchilla Oster Xpert Me puedes incluir delivery a San Borja ?', '9': 'Buenos días realicé la compra alguna novedad de conformidad del pago ,'}"
Limpiador A Vapor Karcher Sc1 3 Bar,https://articulo.mercadolibre.com.pe/MPE-436939110-limpiador-a-vapor-karcher-sc1-3-bar-_JM,549.9,Nuevo,4.6,¡Es uno de los mejores del sitio!,"{'0': 'Buen día, este producto es bueno para limpiar la grasa de las parrillas?', '1': 'Para envío a piura por favor cuánto saldría el envio', '2': 'Hola si hago la compra antes de las 11 puedo ir a recogerlo hoy mismo a la tienda ?', '3': 'Nos podemos comunicar por watsatt', '4': 'Estoy interesado en el producto Como puedo hacer para adquirirlo Lo envías a talara', '5': 'Entiendo que si le doy a comprar, el envío está incluido?', '6': 'Hola, en stock? Veo que incluye el envío a Arequipa', '7': 'Hola que capacidad de agua tiene su contenedor ?', '8': 'Buenas, este equipo pude servir para limpiar tapices( superificies de sofá, colchones, tapices de carro)', '9': 'Stock? Entrega en Surco?'}"
Batidora De Inmersión Acero Bosch Ms8cm6160 Maxomixx 1000w,https://articulo.mercadolibre.com.pe/MPE-447782097-batidora-de-inmersion-acero-bosch-ms8cm6160-maxomixx-1000w-_JM,399.0,Nuevo,,¡Es uno de los mejores del sitio!,"{'0': 'Buen dia sigue disponible el producto', '1': 'Tiene stock? Si compro hoy cuando llega? (Lima)'}"
Empaque/anillo De Goma Para Licuadora Oster Xpert Personal ,https://articulo.mercadolibre.com.pe/MPE-601273067-empaqueanillo-de-goma-para-licuadora-oster-xpert-personal-_JM,23.0,Nuevo,,"Lima, Lima Metropolitana","{'0': 'Se encuentra disponible?', '1': 'Se encuentra disponible?', '2': 'Los 10 del flete te los doy cuando llegas?', '3': 'Como haríamos para la compra vivo en comas', '4': 'Hola le hara a un modelo taurus shaker', '5': 'Buenos días. Cuánto es por el envío hacia Chimbote?', '6': 'Una consulta, es compatible para el modelo es Xpert serie de Oster BLSTXPN7002-053. El artículo viene en alguna bolsa o suelto.', '7': 'Una consulta. ¿el enpaque es original oster? ¿Lo tiene sellado en caja o suelto? Gracias.', '8': 'Hola. Por favor, me confirma si este anillo de goma es usado en la Licuadora Personal OSTER Modelo # BLSTXPN7002-53 ? Gracias de antemano.', '9': 'Hola haces envíos a arequipa'}"
Oster Hervidor Eléctrico De Vidrio Bvstke5802b 1.7 Litros,https://articulo.mercadolibre.com.pe/MPE-439899044-oster-hervidor-electrico-de-vidrio-bvstke5802b-17-litros-_JM,149.0,Nuevo,,"La Victoria, Lima Metropolitana","{'0': 'Hola el precio incluye factura ?', '1': 'Tienen en stock ? y envios a provioncia', '2': 'Lo quiero para nasca cuando lo enviarían?', '3': 'Hay posibilidad de entrega para mañana viernes ?', '4': 'Disponible? Costo delivery para Surquillo y tiempo de entrega?', '5': 'Hola Buenas noches, Tiene stock? y si tiene, es posible hacer el envío a la ciudad de Cajamarca?', '6': 'Hola buen dia., estoy interesado en el producto... Es posible realizar la entrega hoy en Ate?', '7': 'Haces delivery a sAn Isidro? Por el Wong de 2 de mayo?', '8': 'Pueden enviar a la ciudad de talara en piura?', '9': 'Realizan envíos a nivel nacional?'}"
Licuadora Clásica Oster Perilla De 3 Velocidades Blst4126r,https://articulo.mercadolibre.com.pe/MPE-444572371-licuadora-clasica-oster-perilla-de-3-velocidades-blst4126r-_JM,429.0,Nuevo,,"Callao, Lima Metropolitana","{'0': 'Solo la opción de mercado envios? hay una forma que sea mas rapido.', '1': 'Es original? envio a provincia?', '2': 'Hace envío a Trujillo? Es posible que me lo haga llegar a mi domicilio?', '3': 'Es original o imitación?'}"
 Exprimidor De Cítricos Taurus Citrus 300 Legend,https://articulo.mercadolibre.com.pe/MPE-605160754-exprimidor-de-citricos-taurus-citrus-300-legend-_JM,259.0,Nuevo,,"La Victoria, Lima Metropolitana","{'0': 'Donde están?', '1': 'hola esoty interesado digame el motor es de 300wtts como lo describen', '2': 'Buenas tardes aun disponible para provincia?', '3': 'Hola, cuetan con repuestos?', '4': 'Tendras 2 unidades diaponibles', '5': 'Hacen envios a provincia?'}"
Batidora Planetaria Morley 5 Litros Y 12 Velocidades 2500wat,https://articulo.mercadolibre.com.pe/MPE-443356952-batidora-planetaria-morley-5-litros-y-12-velocidades-2500wat-_JM,419.0,Nuevo,,"Santa Anita, Lima Metropolitana","{'0': 'En otra marca conodia Oster Usa tiene', '1': 'Las paletas de que material son? Y cual es la procedencia de la batidora?', '2': 'Quisiera ir personalmente a hacer la compra', '3': 'Estoy interesado pero quisiera verla antes de comprarla me puede enviar la dirección', '4': 'Hola no me contestaste lo que pregunte', '5': 'Una consulta esa Morley es hecha en china', '6': 'estoy en PAIJAN , LA LIBERTAD. Puedes enviar con bus EMTRAFESA por oficina de Paijan?? o como enviar?', '7': 'hay dos identicos pero precios diferente, hay uno por 379soles y la otra es 399 soles? por que? gracias', '8': 'Buenas noches, podra batir 10 minutos continuos y que no se recaliente el motor. Gracias', '9': 'Disculpa el tazón es plástico o acero'}"
Extractor De Jugos Oster 3 En 1 Fpstje318c,https://articulo.mercadolibre.com.pe/MPE-440327736-extractor-de-jugos-oster-3-en-1-fpstje318c-_JM,799.0,Nuevo,,"Callao, Lima Metropolitana","{'0': 'Hace envío a provincia?', '1': 'Si realizo el pago ahora, estaría llegando el producto mañana?', '2': 'Buenas noches, lo tiene en stock? Costo de envío a surco por plaza vea Ayacucho, llega hoy sábado??. Gracias', '3': 'Buenos días venderá los accesorios de arriba del exprimidor de cítricos y mezcladora personal?', '4': 'Buenas cuenta con stock disponible para provincia ( Chimbote ) y cuánto demoraría la entrega ? Lo necesito lo antes posible es para un regalo de cumpleaños', '5': 'Es nuevo ..por k lo necesitare para jugos de vegetales', '6': 'Hola aun sigue disponible 3 en 1 y precio real vual es', '7': 'Hola, si realizo la compra ahora, ¿en cuanto tiempo me está llegando el producto a provincia? A Nuevo progreso, provincia de Tocache, departamento de San Martín', '8': 'Hola buenos días. Tienes stock?, Haces envío a provincia?', '9': 'Tiene en stock, para darle comprar. Gracias'}"
Aspirador En Seco Y Húmedo Nt 20/1 Me Classic 20l Karcher ,https://articulo.mercadolibre.com.pe/MPE-436991585-aspirador-en-seco-y-humedo-nt-201-me-classic-20l-karcher-_JM,1099.9,Nuevo,,¡Es uno de los mejores del sitio!,"{'0': 'Buenas tardes...este producto es aplicable para perros de mascotas', '1': 'Me puede contestar por este medio ?', '2': 'Hola, tiene KARCHER NT27/1 1380W 27L ? 1 unidad', '3': 'Hola quiero comprar la aspiradora con factura pero no veo la opción para poder registrar', '4': 'Tiene en stock, para envios a Provincia? a la ciudad de Puerto Maldonado?', '5': 'Entiendo, y tendrá tmabien el filtro de cenizas? Cuanto sería ambos articulos y el envío?', '6': 'Tiene stock? Cuanto el envio a Villa em Salvador?', '7': 'Una consulta esta maquina sirve para aspirado y lavado digamos de colchones y muebles tambien', '8': 'Hola tienes stock???? Envías a Huamanga Ayacucho ????', '9': 'Si lo compro cuando me llega a huancayo.'}"
Irobot Roomba 960 + Braava Jet - Oferta Combo!,https://articulo.mercadolibre.com.pe/MPE-439267948-irobot-roomba-960-braava-jet-oferta-combo-_JM,3058.0,Nuevo,,¡Es uno de los mejores del sitio!,"{'0': 'Estimados, no comprendo este sistema, pero llego un mensaje de compra cancelada porque vencio el plazo, yo pague antws que lo envien.', '1': 'Lo cargue hasta que estuvo lleno tal como lo recomienda el manual. Lei todo. Y lo use manual, pero para continuar con la instalacion de la app me pedia imternet. Es por eso que nunca vi ningun mapa.', '2': 'Algo mas lo olvide. Mi madre desenchufo el roomba y no lo uso desde la vez que yo lo hice y el roomba hoy que lo prendi estaba descargado. Eso es normal?', '3': 'Uhm creo que no respondio mi pregunta. Yo le habia comentado que el uso que le daria seria manual. Fue un obsequio que le hice a mi madre, pero le di uso manual y solo duro 50 min y se encendia el.icono de bateria. Mañana hare instlar internet con la fibalidad de probarlo con la app. Le comentare adelante. De todas maneras gracias por su respuesta.', '4': 'Quiero comentarle que solo duro 50 minutos. Ademas me alerto em error 17 y cuando aprete el boton home continuo limpiando y despues de unos minutos volvio a su casa. Eso esta bien si es el primer uso.', '5': 'Estimado buen dia. Una consulta cuanto de autonomia tiene la bateria del roomba?', '6': 'Entendido. Muy amable por sus respuestas.', '7': 'Entomces no hay un aviso cuando la carga este llena, sino que este proceso es automatico. Igual el roomba debe mantenerse en el home base que esta aiempre conectado.', '8': 'Entonces, aun despues de que haya completado la carga, debe seguir conectado?', '9': 'Estimado, buen dia, adquiri roomba 960 y braava jet, hace unos dias. Deseo preguntarle si funciona manualmente sin necesidad de wifi, puesto que en el manual no indica nada al respecto. De otro lado, deseo saber si el home base debe estar conectado constantemente y si este esta desconectado, el roomba retorna al home base sin problemas? Le agradecere su guia, para no caer en error. Muchas gracias.'}"
Freidora De Aire Record Rec-infda370 Collection 3.7 Lts,https://articulo.mercadolibre.com.pe/MPE-601592440-freidora-de-aire-record-rec-infda370-collection-37-lts-_JM,389.0,Nuevo,,"Callao, Lima Metropolitana","{'0': 'Buenas tardes, tienen en stock, favor cotizar mas envío a Pueblo Libre. Gracias', '1': 'da factura?', '2': 'Hola disculpe tiene stock quiero realizar la compra para Huancayo está disponible?', '3': 'Deseo comprar pero me sale no disponible para mi ubicación, soy de puerto maldonado', '4': 'Es de 220 voltios??', '5': 'Buenos días, el producto puede llegar a provincia? Rioja - San Martín'}"
Vaso/molinillo Oster Vidrio Con Tapa Para Licuadora ,https://articulo.mercadolibre.com.pe/MPE-440495104-vasomolinillo-oster-vidrio-con-tapa-para-licuadora-_JM,10.0,Nuevo,5.0,"Surquillo, Lima Metropolitana","{'0': 'envio para san borja', '1': 'Hola. Tienes stock vaso de vidrio de licuadora. Podría ir a recogerlo vivo en Surquillo??', '2': 'Soporta hielo y agua caliente?', '3': 'Buenas tardes, es compatible con el modelo activesense?', '4': 'Venden el adaptador???', '5': 'Es compatible con licuadora Oster blstpyg1209b053?', '6': 'Se puede poner cosas calientes ?', '7': 'Es compatible con el modelo Osterizer Blender Classic? quisiera 4 unidades, cuanto sería con envío a Chimbote por Olva Courier? Pago por MercadoPago.', '8': 'Y el costo de envio?', '9': 'Genial donde estan'}"
Freidora De Aire Oster De 1.8 Litros Digital,https://articulo.mercadolibre.com.pe/MPE-443699149-freidora-de-aire-oster-de-18-litros-digital-_JM,229.08,Nuevo,,"Puente Piedra, Lima Metropolitana","{'0': 'ENVIO GRATIS A PICHARI, LA CONVENCION, CUSCO? LAS EMPRESAS DIRECTO DE LIMA SON LUCERITO VRAEM, TRANPORTE MUNAYLLA Y OTROS', '1': 'tiene stock y el envió a Cajamarca es gratis?', '2': 'CUANDO ME LO ENVIAN ??', '3': 'BUENOS DIAS. AUN TIENEN EN STOCK? SI PIDO HOY, CUANDO LLEGA A SANTA ANITA??', '4': 'Tienes stock? hace envió a provincia de Moyobamba-San Martin?', '5': 'Hola, para cuando podría entregar a Villa El Salvador?', '6': 'Buenas tiene en stock? Tiene apagado automático?', '7': 'Hola si la compro hoy la entregan hoy?', '8': 'Hola, cuál sería el costo de envío hasta Surco? Vivo en la urbanización Honor y Lealtad', '9': 'Producto puesto en casa?'}"
Limpiador A Vapor Portatil Multiusos,https://articulo.mercadolibre.com.pe/MPE-446374180-limpiador-a-vapor-portatil-multiusos-_JM,122.55,Nuevo,,"San Miguel, Lima Metropolitana","{'0': 'buenas, tienen stock?, necesitaría una', '1': 'Buenas tardes, tiene en stock el producto?', '2': 'Perfecto, entonces le doy a comprar y puedo elegir una opción para recogerlo en tienda ? O como los contacto para comprar directo ?', '3': 'Hola, 1 lo tienen en stock ? 2, estoy en lima cercado, en cuánto tiempo demoraría en llegar el producto ? Ya que leí que solo usan mercado envíos y ellos demoran realmente demasiado', '4': 'Incluye todos los accesorios de la imagen y cuanto el delivery a Barranco?', '5': 'Buenas tardes, cuánto me costaría si lo envía a Ica? Puede ser contra entrega??', '6': 'Es el precio de la publicacion y realiza envios a cuzco ; cuanto se adiciona', '7': 'Hola tienes en stock y el precio es el que indicas?', '8': 'Puedo pedir varios productos que veo en sus publicaciones?', '9': 'Pueden despacharlo a la ciudad de Sullana por Empresa SHALON (Acá pago el flete)?'}"
